시도,지역,기관유형,기관명,주소,대표전화,홈페이지,모집영역
대구,동부,영재학급,대구범일초영재학급,대구광역시 수성구 범안로4길 22 범물동 범일초등학교 22,053-232-4120,http://www.beomil.es.kr/,"수.과학,"
대구,동부,영재학급,대구봉무초영재학급,대구광역시 동구 팔공로53길 30 봉무동 대구봉무초등학교 대구봉무초등학교,053-252-5702,http://www.bongmu.es.kr,"융합,"
대구,동부,영재학급,대구사월초영재학급,대구광역시 수성구 달구벌대로656길 46 신매동 사월초등학교 대구사월초등학교,053-232-5300,http://www.sawol.es.kr,"융합,"
대구,동부,영재학급,대구삼덕초영재학급,"대구 중구 달구벌대로447길 10 (삼덕동3가, 대구삼덕초등학교) 대구삼덕초등학교",053-232-0473,http://www.dgsd.es.kr,"수.과학,"
대구,동부,영재학급,대구새론초영재학급,"대구 동구 과학로13길 5 (각산동, 대구새론초등학교) .",053-232-9605,www.saeron.es.kr,"수.과학,"
대구,동부,영재학급,대구성동초영재학급,대구광역시 수성구 청수로45길 27 황금동 대구성동초등학교 대구성동초등학교,053-232-2800,http://www.seongdong.es.kr/,"수.과학,"
대구,동부,영재학급,대구송정초영재학급,대구광역시 동구 안심로90길 9 괴전동 대구송정초등학교 대구송정초등학교,053-232-2544,http://www.dgsongjung.es.kr,"융합,"
대구,동부,영재학급,대구수성초영재학급,대구광역시 수성구 상화로5길 40 상동 ,053-232-0700,https://susung.dge.es.kr,"수.과학,"
대구,동부,영재학급,대구숙천초영재학급,"대구 동구 숙천로 17 (숙천동, 숙천초등학교) 대구숙천초등학교",053-232-9800,http://www.sukcheon.es.kr,"정보과학,"
대구,동부,영재학급,대구시지초영재학급,"대구 수성구 달구벌대로631길 17 (매호동, 대구시지초등학교) 1332-1번지",053-232-4304,http://www.siji.es.kr,"수.과학,"
대구,동부,영재학급,대구신매초영재학급,대구광역시 수성구 달구벌대로650길 26 신매동 신매초등학교 583,053-232-4271,www.shinmae.es.kr,"발명,"
대구,동부,영재학급,대구신천초영재학급,"대구 동구 송라로6길 5 (신천동, 대구신천초등학교) .",053-232-1173,https://shinchun.dge.es.kr/,"융합,"
대구,동부,영재학급,대구안일초영재학급,대구광역시 동구 율하동로23길 66 율하동 대구안일초등학교 대구안일초등학교,053-232-2501,http://www.dganil.es.kr/,"수.과학,"
대구,동부,영재학급,대구용지초영재학급,"대구 수성구 지산로 12 (지산동, 대구용지초등학교) ",053-232-3800,http://www.dgyongji.es.kr,"수.과학,"
대구,동부,영재학급,대구용호초영재학급,대구광역시 동구 동촌로56길 82 방촌동 대구용호초등학교 1113-319,053-232-4707,http://www.tg-yongho.es.kr/site/yonghoes/index.html,"융합,"
대구,동부,영재학급,대구욱수초영재학급,대구광역시 수성구 신매로 20 신매동 대구욱수초등학교 602번지 대구욱수초등학교,053-232-4405,www.ugsu.es.kr,"수.과학,"
대구,동부,영재학급,대구율금초영재학급,대구 동구 안심로16길 70 (율하동) 율금초등학교,053-232-5609,https://yulgeum.dge.es.kr/,"융합,"
대구,동부,영재학급,대구율원초영재학급,대구광역시 동구 율하동로 55 율하동 대구율원초등학교 율하동로 55,053-232-5501,http://www.dgyulwon.es.kr/html/,"수.과학,"
대구,동부,영재학급,대구중앙초영재학급,대구광역시 수성구 만촌로 125 만촌동 중앙초등학교 대구중앙초등학교,053-232-4902,https://joongang.dge.es.kr,"융합,"
대구,동부,영재학급,대구지묘초영재학급,대구광역시 동구 파계로6길 54 -3 지묘동 대구지묘초등학교 대구지묘초등학교,053-232-2311,http://www.jimyo.es.kr,"수.과학,"
대구,동부,영재학급,대구지봉초영재학급,"대구 수성구 지범로31길 45 (지산동, 지봉초등학교) ",053-232-3847,http://www.jibong.es.kr,"수.과학,"
대구,동부,영재학급,대구파동초영재학급,"대구 수성구 파동로51길 34 (파동, 파동초등학교) 파동초등학교",053-232-3099,http://www.padong.es.kr,"수.과학,"
대구,동부,영재학급,대구팔공초영재학급,대구 동구 연경지묘로 150 (지묘동) 팔공초등학교,053-233-5270,palgong.es.kr,"융합,"
대구,동부,영재학급,대구해서초영재학급,대구 동구 팔공로 220-4 (봉무동) 대구해서초등학교,053-232-1103,http://www.haeseo.es.kr,"외국어,"
대구,동부,영재학급,대구효목초영재학급,"대구 동구 화랑로27길 25 (효목동, 대구효목초등학교) ",053-232-1666,http://www.hyomok.es.kr/index.do,"수.과학,"
대구,동부,영재학급,덕원중영재학급,대구광역시 수성구 욱수길 37 욱수동 덕원중학교 덕원중학교,053-232-8560,www.dukwon.ms.kr,"수.과학,"
대구,동부,영재학급,동대구초영재학급,"대구 동구 신암남로 45 (신암동, 동대구초등학교) 동대구초등학교",053-232-1400,www.dongdaegu.es.kr,"수.과학,"
대구,동부,영재학급,동원중영재학급,"대구 수성구 효행로2길 81 (만촌동, 동원중학교) 동원중학교",053-232-6400,http://www.dg-dongwon.ms.kr,"융합,"
대구,동부,영재학급,매호중영재학급,대구광역시 수성구 천을로 106 매호동 매호중학교 1332,053-232-7400,http://www.maeho.ms.kr,"융합,"
대구,동부,영재학급,범물중영재학급,대구광역시 수성구 범안로4길 46 범물동 범물중학교 범물중학교,053-232-6770,www.bummul.ms.kr,"융합,"
대구,동부,영재학급,새론중영재학급,"대구 동구 이노밸리로 255 (신서동, 새론중학교) 교무실",053-233-5801,www.saeron.ms.kr,"융합,"
대구,동부,영재학급,성명여중영재학급,대구광역시 중구 국채보상로102길 48 동산동 성명여자중학교 동산동,053-254-1808,http://www.seongmyeong.ms.kr,"수학,"
대구,동부,영재학급,소선여중영재학급,대구광역시 수성구 교학로8길 37 만촌동 소선여자중학교 교학로 8길 37호,053-232-9502,http://www.sosun.ms.kr/,"수.과학,"
대구,동부,영재학급,시지중영재학급,대구광역시 수성구 신매로 66 신매동 시지중학교 영재학급,053-232-6830,www.siji.dge.ms.kr,"수.과학,"
대구,동부,영재학급,신기중영재학급,대구광역시 동구 율하동로 88 신기동 신기중학교 (신기동 578),053-232-7313,https://singi.dge.ms.kr/,"수.과학,"
대구,동부,영재학급,신아중영재학급,대구 동구 아양로39길 30 (신암동) 신아중학교,053-232-7130,https://www.sina.dge.ms.kr,"수.과학,"
대구,동부,영재학급,안심중영재학급,대구광역시 동구 안심로 237 서호동 안심중학교 안심중학교,053-232-6231,http://www.ansim.ms.kr,"수.과학,"
대구,동부,영재학급,오성중영재학급,대구광역시 수성구 달구벌대로522길 78 만촌동 오성중학교 오성중학교,053-232-8700,http://www.o-sung.ms.kr,"과학,수학,"
대구,동부,영재학급,율원중영재학급,"대구 동구 율하동로 20 (율하동, 율원중학교) 율원중학교",053-232-8200,http://www.dgyw.ms.kr/,"융합,"
대구,동부,영재학급,정화중영재학급,"대구 수성구 청호로84길 123 (범어동, 정화중학교) ",053-232-9202,https://jeonghwa.dge.ms.kr/,"수.과학,"
대구,동부,영재학급,지산중영재학급,"대구 수성구 지산로3길 68 (지산동, 지산중학교) 지산중학교",053-232-6650,http://jisan.dge.ms.kr/,"수.과학,"
대구,동부,영재학급,황금중영재학급,대구광역시 수성구 들안로32길 40 황금동 황금중학교 2층 교무실,053-232-7955,www.hwanggeum.ms.kr,"융합,"
대구,동부,교육청영재교육원,대구동부영재교육원(대구동부중),대구광역시 수성구 화랑로32길 74 만촌동 동부중학교 대구동부중학교,053-232-7021,https://dgdongbu.dge.ms.kr/,"수.과학,"
대구,동부,교육청영재교육원,대구동부영재교육원(동도중),대구광역시 수성구 청호로 350 범어동 동도중학교 동도중학교,053-232-7270,http://www.dongdo.ms.kr/,"수.과학,"
대구,동부,교육청영재교육원,대구동부영재교육원(들안길초),"대구 수성구 들안로16길 58 (두산동, 대구들안길초등학교) 대구들안길초등학교",053-232-5582,http://www.deulangil.es.kr/,"수.과학,"
대구,동부,교육청영재교육원,대구동부영재교육원(사월초),"대구 수성구 달구벌대로656길 46 (신매동, 사월초등학교) 대구사월초등학교",053-232-5300,http://www.sawol.es.kr,"수.과학,"
대구,동부,교육청영재교육원,대구동부영재교육원(황금중),대구광역시 수성구 들안로32길 40 황금동 황금중학교 2층 교무실,053-232-7955,http://hwanggeum.ms.kr,"수.과학,"
대구,동부,교육청영재교육원,대구동부영재교육원(효목초),대구광역시 동구 화랑로27길 25 효목동 대구효목초등학교 대구효목초등학교,053-232-1666,www.hyomok.es.kr,"수.과학,"
대구,서부,영재학급,강북중영재학급,대구광역시 북구 구암서로 27 구암동 강북중학교 .,053-233-8089,http://www.gangbuk.ms.kr/,"수.과학,"
대구,서부,영재학급,경운중영재학급,대구광역시 서구 서대구로3길 32 내당동 경운중학교 352-4번지,053-233-6000,http://gyeongun.ms.kr,"수.과학,"
대구,서부,영재학급,경일중영재학급,대구광역시 서구 달서천로76길 11 원대동1가 경일중학교 경일중학교,053-233-6100,http://www.e-kyungil.ms.kr/index.do,"과학,"
대구,서부,영재학급,관천중영재학급,"대구 북구 구암로22길 7 (태전동, 관천중학교) ",053-233-6771,http://www.kwancheun.ms.kr,"수.과학,"
대구,서부,영재학급,구암중영재학급(단위),"대구 북구 태암로 85 (구암동, 구암중학교) 구암중학교",053-233-7288,http://www.dgguam.ms.kr,"융합,"
대구,서부,영재학급,대구국우초영재학급,대구 북구 도남중앙로10길 45 (국우동) 대구국우초등학교,053-233-8836,http://guk-u.dge.es.kr,"융합,"
대구,서부,영재학급,대구달산초영재학급,대구광역시 북구 옥산로17길 37 침산동 달산초등학교 옥산로 17길 35,053-233-2601,www.dalsan.es.kr,"융합,"
대구,서부,영재학급,대구달서초영재학급,대구광역시 서구 국채보상로34길 35 중리동 달서초등학교 ,053-233-1900,https://dalseo.dge.es.kr/dalseoe/main.do,"수.과학,"
대구,서부,영재학급,대구동변초영재학급,"대구 북구 동변로 60 (동변동, 동변초등학교) 대구동변초등학교",053-233-4224,http://www.dongbyun.es.kr,"정보과학,"
대구,서부,영재학급,대구동평초영재학급,대구광역시 북구 동천로 84 동천동 대구동평초등학교 대구동평초등학교,053-233-3865,http://www.dongpyung.es.kr/,"수.과학,"
대구,서부,영재학급,대구매천초영재학급,대구광역시 북구 매천로 179 매천동 대구매천초등학교 대구매천초등학교,053-233-2134,http://www.maecheon.es.kr,"융합,"
대구,서부,영재학급,대구복현초영재학급,"대구 북구 공항로 58 (복현동, 복현초등학교) 225(공항로 58)",053-233-1804,http://www.bokhyun.es.kr/index.do,"수.과학,"
대구,서부,영재학급,대구북중영재학급,대구광역시 북구 공항로 50 복현동 대구북중학교 대구북중학교,053-233-6342,https://tgbuk.dge.ms.kr,"융합,"
대구,서부,영재학급,대구사수초영재학급,대구광역시 북구 내곡로 124 사수동 대구사수초등학교,053-233-4804,https://sasu.dge.es.kr/sasue/main.do?sysId=sasue,"수.과학,"
대구,서부,영재학급,대구삼영초영재학급,"대구 북구 내곡로 63 (사수동, 대구삼영초등학교) ",053-233-4950,http://www.samyoung.es.kr,"융합,"
대구,서부,영재학급,대구신암초영재학급,"대구 북구 경대로 21 (대현동, 대구신암초등학교) 대구신암초등학교",053-233-0674,www.tgshinam.es.kr,"융합,"
대구,서부,영재학급,대구연경초영재학급,대구 북구 연경중앙로11길 19 (연경동) 연경초등학교,053-233-5001,http://www.yg.es.kr/index.do,"융합,"
대구,서부,영재학급,대구인지초영재학급,"대구 서구 서대구로66길 20 (비산동, 인지초등학교) 인지초등학교",053-233-0575,https://inji.dge.es.kr,"융합,"
대구,서부,영재학급,대구일중영재학급,"대구 북구 옥산로17길 21 (침산동, 대구일중학교) 대구일 중학교",053-233-7500,https://tgil.dge.ms.kr/tgilm/main.do,"수.과학,"
대구,서부,영재학급,대구칠곡초영재학급,"대구 북구 관음중앙로32길 15 (읍내동, 교동중학교) (구 교동중학교)",053-233-2100,https://chilgok-p.gne.go.kr/chilgok-p/main.do,"수.과학,"
대구,서부,영재학급,대구칠성초영재학급,대구광역시 북구 침산남로32길 17 침산동 대구칠성초등학교 대구칠성초등학교,053-233-0385,chilsung.dge.es.kr,"수.과학,"
대구,서부,영재학급,대구침산초영재학급,대구광역시 북구 성북로 25 침산동 침산초등학교 ,053-233-1005,http://chimsan.dge.es.kr,"수.과학,"
대구,서부,영재학급,대구팔달초영재학급,대구광역시 북구 매천로2길 19 -6 팔달동 팔달초등학교 팔달초등학교,053-233-3565,http://www.paldal.es.kr/,"융합,"
대구,서부,영재학급,대구학정초영재학급,대구광역시 북구 학남로 32 학정동 학정초등학교 대구학정초등학교,053-233-4546,https://hakjung.dge.es.kr/hakjunge/main.do?sysId=hakjunge,"수.과학,"
대구,서부,영재학급,대평중영재학급,대구광역시 서구 통학로 217 평리동 대평중학교 730-1 대평중학교,053-233-7903,http://www.daepyeong.ms.kr/index.do,"음악,"
대구,서부,영재학급,동평중영재학급,대구광역시 북구 대천로 123 구암동 동평중학교 교무실,053-233-7438,http://www.dong-pyeong.ms.kr,"수.과학,"
대구,서부,영재학급,복현중영재학급,"대구 북구 동북로65길 28 (복현동, 복현중학교) ",053-233-6670,http://www.bokhyun.ms.kr,"외국어,"
대구,서부,영재학급,북대구초영재학급,"대구 북구 동북로37길 68 (산격동, 북대구초등학교) 북대구초등학교",053-233-2467,http://www.bukdaegu.dge.es.kr,"융합,"
대구,서부,영재학급,사수중영재학급,"대구 북구 내곡로 140 (사수동, 사수중학교) 사수중학교",053-233-8770,www.sasu.ms.kr,"정보과학,"
대구,서부,영재학급,산격중영재학급,"대구 북구 동북로31길 29 (산격동, 산격중학교) ",053-233-7100,http://www.sangyok.ms.kr,"융합,"
대구,서부,영재학급,서남중영재학급,"대구 서구 당산로41서길 97 (중리동, 서남중학교) 서남중학교",053-233-7800,http://www.seonam.ms.kr,"과학,"
대구,서부,영재학급,서변중영재학급,"대구 북구 서변로21길 14 (서변동, 서변중학교) 서변중학교",053-233-8171,https://seobyeon.dge.ms.kr/seobyeonm/main.do?sysId=seobyeonm,"수.과학,"
대구,서부,영재학급,성광중영재학급,"대구 북구 검단로 150 (복현동, 성광중고등학교) 성광중학교",053-233-8355,http://www.seonggwang.ms.kr,"수.과학,"
대구,서부,영재학급,성화중영재학급,대구광역시 북구 복현로 140 복현동 성화여자고등학교 성화중학교,053-233-8600,www.sungwha.ms.kr,"수.과학,"
대구,서부,영재학급,운암중영재학급,대구광역시 북구 구암로49길 9 구암동 운암중학교 운암중학교,053-321-0974,https://woonam.dge.ms.kr/woonamm/main.do,"수.과학,"
대구,서부,영재학급,침산중영재학급,대구광역시 북구 침산남로 121 침산동 침산중학교 교무실,053-233-6600,http://chimsan.dge.ms.kr,"융합,"
대구,서부,영재학급,학남중영재학급(단위학교),대구광역시 북구 학남로 83 국우동 대구학남중학교 학남중학교,053-233-7710,http://www.haknam.ms.kr,"수.과학,"
대구,서부,교육청영재교육원,대구서부영재교육원(강북초),대구광역시 북구 구암서로 50 구암동 강북초등학교 구암서로 50,053-233-3655,http://www.dgsbe.go.kr/dgsbe/na/ntt/selectNttList.do?mi=2826&amp;amp;amp;amp;amp;bbsId=e5b7aa7e1edc16c96d76f364487c9929,"수.과학,"
대구,서부,교육청영재교육원,대구서부영재교육원(경운중),대구광역시 서구 서대구로3길 32 내당동 경운중학교 352-4,053-233-6000,http://www.gyungun.ms.kr,"수.과학,"
대구,서부,교육청영재교육원,대구서부영재교육원(매천중),대구광역시 북구 매전로 56 태전동 매천중학교 매천중학교,053-233-8241,https://maecheon.dge.ms.kr/,"수.과학,"
대구,서부,교육청영재교육원,대구서부영재교육원(서도초),대구광역시 서구 평리로 395 평리동 평리로 395번지,053-233-1450,http://www.dg-seodo.es.kr/,"수.과학,"
대구,남부,영재학급,경암중영재학급,대구광역시 달서구 당산로30길 20 성당동 경암중학교 20번지 성당동 경암중학교,053-234-9100,http://www.ka.ms.kr,"융합,"
대구,남부,영재학급,경일여중영재학급,"대구 남구 효성로 37 (봉덕동, 경일여자중고등학교, 우봉아트홀) ",053-234-9203,http://www.g-il.ms.kr/index.do,"수.과학,"
대구,남부,영재학급,대구남도초영재학급,대구광역시 남구 현충동길 74 대명동 남도초등학교 대구남도초등학교,053-234-0882,https://namdo.dge.es.kr/namdoe,"융합,"
대구,남부,영재학급,대구노전초영재학급,대구광역시 달서구 한실로 43 도원동 노전초등학교 대구노전초등학교,053-234-3370,http://nojeon.es.kr,"융합,"
대구,남부,영재학급,대구대건중영재학급,대구광역시 달서구 월곡로94길 46 월성동 &amp;quot;대건중 2층 교무실,053-234-8808,http://www.daegun.ms.kr,"수.과학,"
대구,남부,영재학급,대구본리초영재학급,대구광역시 달서구 장기로 198 감삼동 대구본리초등학교 338번지,053-234-1203,https://bonri.dge.es.kr/,"수.과학,"
대구,남부,영재학급,대구성남초영재학급,대구광역시 달서구 성당로47길 35 두류동 812-1번지,053-234-0741,http://www.dgseongnam.es.kr/,"수.과학,"
대구,남부,영재학급,대구신월초영재학급,대구광역시 달서구 조암남로 100 월성동 신월초등학교 월성동,053-234-5000,http://www.dgsinwol.es.kr/index.do,"수.과학,"
대구,남부,영재학급,대구월배초영재학급,대구광역시 달서구 월배로 131 진천동 월배초등학교 대구월배초등학교,053-234-1401,http://www.wolbae.es.kr/index.do,"융합,"
대구,남부,영재학급,대구월서초영재학급,대구광역시 달서구 월배로39길 46 상인동 대구월서초등학교 ,053-234-4706,https://wolseo.dge.es.kr/,"융합,"
대구,남부,영재학급,대구월촌초영재학급,대구광역시 달서구 상인서로 60 상인동 월촌초등학교 상인서로60(1519번지),053-234-2871,http://www.dg-wolchon.es.kr/index.do,"수.과학,"
대구,남부,영재학급,대구유천초영재학급,"대구 달서구 달서대로 39 (유천동, 대구유천초등학교) 유천초등학교",053-234-4835,http://www.yucheon.es.kr/,"수.과학,"
대구,남부,영재학급,대구이곡초영재학급,대구광역시 달서구 선원남로 120 이곡동 이곡초등학교 1304-4번지,053-234-3563,http://i-gok.dge.es.kr,"융합,"
대구,남부,영재학급,대구장동초영재학급,대구광역시 달서구 달구벌대로304길 112 장기동 대구장동초등학교 112,053-234-4502,http://www.dgjangdong.es.kr/,"수.과학,"
대구,남부,영재학급,대구장산초영재학급,대구광역시 달서구 장산로 30 용산동 장산초등학교 장산로 30,053-234-3901,http://www.daegu-jangsan.es.kr/,"수.과학,"
대구,남부,영재학급,대구한샘초영재학급,대구광역시 달서구 월배로11길 42 대천동 대구한샘초등학교 월배로 11길 42,053-234-5287,http://www.hansaem.es.kr,"수.과학,"
대구,남부,영재학급,대구한솔초영재학급,"대구 달서구 조암남로 172-13 (유천동, 대구한솔초등학교) 대구한솔초등학교",053-234-5500,www.dghansol.es.kr,"수.과학,"
대구,남부,영재학급,대구효성초영재학급,대구광역시 달서구 송현로 81 송현동 효성초등학교 898-4,053-234-9500,http://www.dg-hyoseong.es.kr/,"정보과학,수학,외국어,체육,"
대구,남부,영재학급,도원중영재학급,대구광역시 달서구 미리샘길 32 도원동 도원중학교 1452번지,053-234-7070,http://www.dowon.ms.kr/,"수.과학,"
대구,남부,영재학급,상원중영재학급,대구광역시 달서구 상인로 117 상인동 상원중학교 상원중학교,053-234-7761,http://www.daegusangwon.ms.kr,"수.과학,"
대구,남부,영재학급,새본리중영재학급,"대구 달서구 대명천로 167 (본리동, 새본리중학교) 새본리중학교",053-234-7668,http://www.saebolli.ms.kr,"수.과학,"
대구,남부,영재학급,성곡중영재학급,"대구광역시 달서구 새방로 32 용산동 성곡중학교 용산2동, 527번지",053-234-8000,http://www.sgok.ms.kr/index.do,"융합,"
대구,남부,영재학급,성산중영재학급,"대구광역시 달서구 선원남로 174 (용산동, 성산중학교) ",053-234-6950,http://www.dgsungsan.ms.kr,"정보과학,"
대구,남부,영재학급,성서중영재학급,"대구 달서구 용산서로 63 (용산동, 성서중학교) 성서중학교",053-234-6189,sung-seo.dge.ms.kr,"수.과학,"
대구,남부,영재학급,용산중영재학급,"대구 달서구 와룡로45길 72 (용산동, 용산중학교) 용산중학교",053-234-7494,https://yongsan.dge.ms.kr,"융합,"
대구,남부,영재학급,원화중영재학급,"대구 달서구 당산로24길 71 (성당동, 원화중학교) 원화중학교",053-608-2200,http://www.wonhwa.ms.kr/,"융합,수.과학,"
대구,남부,영재학급,이곡중영재학급,대구광역시 달서구 선원로37길 65 이곡동 이곡중학교 이곡중학교,053-234-7160,https://yigok.dge.ms.kr/,"융합,"
대구,남부,영재학급,학산중영재학급,"대구 달서구 월곡로94길 10 (월성동, 학산중학교) 학산중학교",053-234-6651,http://www.daegu-haksan.ms.kr,"수.과학,"
대구,남부,영재학급,협성경복중영재학급,"대구 남구 효성로 33 (봉덕동, 협성중고등학교) ",053-234-8444,https://hyupsungkyungbok.dge.ms.kr/,"수.과학,"
대구,남부,영재학급,효성중영재학급,"대구 달서구 월곡로94길 48 (월성동, 효성여자중,고등학교) 효성중학교",053-234-8900,hyosung.daegu.kr,"융합,"
대구,남부,교육청영재교육원,대구남부영재교육원(월서중),대구광역시 달서구 월배로33길 105 월성동 월서중학교 월서중학교,053-234-8223,http://www.dgnbe.go.kr/dgnbe/cm/cntnts/cntntsView.do?mi=3287&amp;amp;amp;cntntsId=1167,"수.과학,"
대구,남부,교육청영재교육원,대구남부영재교육원(장성초),"대구 달서구 달구벌대로 1429-11 (장기동, 대구장성초등학교) 장기동 48",053-234-4563,http://www.jangsung.es.kr,"수.과학,"
대구,달성,영재학급,달성중영재학급,"대구 달성군 화원읍 비슬로506길 14 (명곡리, 달성중학교) 달성중학교",053-235-3000,https://dalseong.dge.ms.kr/,"수.과학,"
대구,달성,영재학급,대구강림초영재학급,대구 달성군 옥포면 돌미로 15 (강림리) 강림초등학교,053-235-2200,http://www.dggangrim.es.kr,"융합,"
대구,달성,영재학급,대구다사초영재학급,"대구 달성군 다사읍 다사로 86 (매곡리, 대구다사초등학교) 대구다사초등학교",053-235-0805,www.dasa.es.kr,"융합,"
대구,달성,영재학급,대구도림초영재학급,"대구 달성군 다사읍 서재로26길 94 (서재리, 대구도림초등학교) ",053-235-1681,http;//www.dg-dorim.es.kr,"융합,"
대구,달성,영재학급,대구비슬초영재학급,대구광역시 달성군 테크노북로 144  대구비슬초등학교 대구비슬초등학교,053-235-2405,https://biseul.dge.es.kr/biseule/main.do?sysId=biseule,"과학,"
대구,달성,영재학급,대구서동초영재학급,대구 달성군 다사읍 서재로7길 55 (서재리) 대구서동초등학교,053-233-5770,www.dgseodong.es.kr,"융합,"
대구,달성,영재학급,대구세천초영재학급,대구광역시 달성군 세천로 182 -9 대구세천초등학교 대구세천초등학교,053-235-2473,http://www.dgsecheon.es.kr/index.do,"수.과학,"
대구,달성,영재학급,대구왕선초영재학급,대구광역시 달성군 대실역북로 93  왕선초등학교 대실역북로 93,053-235-1902,http://www.wangseon.es.kr,"융합,"
대구,달성,영재학급,대구용계초영재학급,"대구 달성군 가창면 가창로221길 1 (용계리, 용계초등학교) ",053-235-1055,http://www.yongkye.es.kr,"수.과학,"
대구,달성,영재학급,대구유가초영재학급,"대구 달성군 유가면 테크노대로5길 34 (봉리, 대구유가초등학교) 대구유가초등학교",053-235-2638,http://www.yuga.es.kr,"수.과학,"
대구,달성,영재학급,대구죽곡초영재학급,대구광역시 달성군 죽곡1길 18  대구죽곡초등학교 죽곡리 죽곡1길 18,053-235-1365,https://jukgok.dge.es.kr/,"수.과학,"
대구,달성,영재학급,대구현풍초영재학급,"대구 달성군 현풍읍 비슬로134길 167-6 (상리, 현풍초등학교) ",053-235-0584,http://www.hyenpung.es.kr/,"수.과학,"
대구,달성,영재학급,대실초영재학급,"대구 달성군 다사읍 대실역남로1길 31 (죽곡리, 대구대실초등학교) 대구대실초등학교",053-235-2274,https://daesil.dge.es.kr,"융합,"
대구,달성,영재학급,심인중영재학급,대구 달성군 다사읍 대실역남로1길 21 (죽곡리) 심인중학교,053-234-8540,http://www.simin.ms.kr/,"수.과학,"
대구,달성,영재학급,유가중영재학급,"대구 달성군 유가읍 테크노대로5길 20 (봉리, 유가중학교) 유가중학교",053-235-2750,http://www.yuga.ms.kr,"수.과학,"
대구,달성,영재학급,포산중영재학급,"대구 달성군 유가면 테크노북로6길 10 (봉리, 포산중학교) 포산중학교",053-235-2910,www.posan.ms.kr,"정보과학,"
대구,달성,영재학급,현풍중영재학급,대구광역시 달성군 비슬로 675  현풍중.고등학교 현풍중학교,053-235-3963,https://hyeonpung.dge.ms.kr/,"수.과학,"
대구,달성,교육청영재교육원,대구달성영재교육원(명곡초),대구광역시 달성군 명곡로 40  명곡초등학교 대구명곡초등학교,053-235-1465,https://myeonggok.dge.es.kr/myeonggoke/,"수.과학,"
대구,달성,교육청영재교육원,대구달성영재교육원(비슬초),"대구 달성군 유가면 테크노북로 144 (봉리, 대구비슬초등학교) 대구비슬초등학교",053-235-2405,http://www.dgbiseul.es.kr/,"수.과학,"
대구,달성,교육청영재교육원,대구달성영재교육원(왕선중),대구광역시 달성군 대실역북로 83  왕선중학교 왕선중학교,053-235-3802,http://www.ws.ms.kr/,"수.과학,"
대구,달성,교육청영재교육원,대구달성영재교육원(유가중),"대구 달성군 유가읍 테크노대로5길 20 (봉리, 유가중학교) 유가중학교",053-235-2750,http://www.yuga.ms.kr/,"수.과학,"
대구,달성,교육청영재교육원,대구달성영재교육원(죽곡초),"대구 달성군 다사읍 죽곡1길 18 (죽곡리, 대구죽곡초등학교) 대구죽곡초등학교",053-235-1365,https://jukgok.dge.es.kr/,"수.과학,"
대구,달성,교육청영재교육원,대구달성영재교육원(화원중),대구광역시 달성군 성암로 48  화원중학교 화원중학교,053-235-3339,http://www.hw.ms.kr/,"수.과학,"
대구,군위,영재학급,대구의흥초영재학급,"경북 군위군 의흥면 읍내길 67-17 (읍내리, 의흥초등학교) 의흥초등학교",054-382-7077,uh.school.gyo6.net,"정보과학,"
대구,군위,교육청영재교육원,대구군위영재교육원,"경북 군위군 군위읍 군청로 204 (동부리, 군위교육청) 군위교육지원청 부설 영재교육원",054-380-4206,https://www.dge.go.kr/,"과학,수학,"
인천,,대학영재교육원,인천대학교과학영재교육원,"인천 연수구 갯벌로 12 (송도동, 미추홀타워 별관B동) 601호",032-835-4971,http://www.isepclub.com/,"융합,"
인천,남부,영재학급,인천고영재학급,인천광역시 남구 경원대로 804 주안동 인천고등학교 인천고등학교,032-451-0552,http://www.incheon.icehs.kr,"과학,"
인천,남부,영재학급,제물포고영재학급,인천광역시 중구 자유공원로 58 -9 전동 제물포고등학교 제물포고등학교,032-764-2504,http://jego.icehs.kr/main.do,"과학,수.과학,"
인천,북부,영재학급,부평고영재학급,인천광역시 부평구 부흥북로 43 부평동 부평고등학교 부평고등학교,032-526-3204,http://www.bupyeong.icehs.kr/main.do,"과학,"
인천,북부,영재학급,제일고영재학급,인천광역시 부평구 경인로 759 십정동 제일고등학교,032-514-6161,http://www.jeilgo.icehs.kr/main.do,"과학,수학,인문사회,"
인천,동부,영재학급,인천여고영재학급(지역공동),"인천 연수구 비류대로506번길 14 (연수동, 인천여자고등학교) 인천여자고등학교",032-810-6347,http://www.inchon-gh.hs.kr,"과학,"
인천,서부,영재학급,가림고영재학급,인천광역시 서구 원적로 58 가좌동 가림고등학교 가좌동 30-92,032-584-1755,http://www.garim.icehs.kr,"과학,수학,"
인천,서부,영재학급,계산고영재학급,인천광역시 계양구 주부토로 588 계산동 계산고등학교 별관 3층 창의과학부,032-542-0687,http://gyesan.icehs.kr,"과학,"
인천,,교육청영재교육원,인천광역시교육청과학영재교육원,인천광역시 중구 영종대로277번길 74 -37 운서동 인천과학고등학교 과학영재교육원,032-745-8640,http://gifted.iscience.icehs.kr/main.do,"과학,수.과학,"
인천,,교육청영재교육원,인천광역시교육청대중예술영재교육원,인천 미추홀구 석정로 165 (도화동) 인천대중예술고등학교,032-764-7031,http://ipa.icehs.kr/,"음악,문화,"
